Member_number,Date,productId,items,productName,price,Category,order_id,gross_sales
2092,2015-11-06,44,3,newspapers,3.2,Specialty & Seasonal,380,9.600000000000001
3143,2015-05-24,27,2,coffee,8.5,Beverages,381,17.0
2209,2015-10-03,50,3,bottled beer,1.8,Beverages,382,5.4
2816,2015-08-22,66,1,onions,1.3,Fresh Food,383,1.3
2659,2015-06-01,21,2,hamburger meat,12.3,Fresh Food,384,24.6
1588,2015-10-13,19,3,sausage,3.1,Fresh Food,385,9.3
1144,2015-10-15,59,2,hard cheese,4.5,Dairy,386,9.0
2166,2015-12-10,19,3,sausage,3.1,Fresh Food,387,9.3
3300,2015-10-06,21,2,hamburger meat,12.3,Fresh Food,388,24.6
3944,2015-01-03,66,1,onions,1.3,Fresh Food,389,1.3
4979,2015-04-24,27,1,coffee,8.5,Beverages,390,8.5
2630,2015-01-21,71,2,shopping bags,5.12,Household & Hygiene,391,10.24
4240,2015-04-29,18,3,yogurt,2.2,Dairy,392,6.6000000000000005
2357,2015-07-08,38,1,soda,0.8,Beverages,393,0.8
1743,2015-04-18,76,1,sliced cheese,4.2,Dairy,394,4.2
2331,2015-02-15,19,1,sausage,3.1,Fresh Food,395,3.1
1643,2015-04-28,18,2,yogurt,2.2,Dairy,396,4.4
1291,2015-03-20,69,2,domestic eggs,1.25,Fresh Food,397,2.5
3675,2015-07-04,2,3,whole milk,1.8,Dairy,398,5.4
4134,2015-11-06,57,3,meat,8.5,Fresh Food,399,25.5
1363,2015-06-21,77,3,dish cleaner,2.5,Household & Hygiene,400,7.5
4212,2015-05-01,4,2,other vegetables,0.8,Fresh Food,401,1.6
1500,2015-03-21,2,2,whole milk,1.8,Dairy,402,3.6
2622,2015-10-01,4,3,other vegetables,0.8,Fresh Food,403,2.4000000000000004
3543,2015-03-18,1,3,tropical fruit,7.8,Fresh Food,404,23.4
2525,2015-05-24,78,2,baking powder,1.8,Pantry Staples,405,3.6
1264,2015-10-12,15,3,specialty bar,5.2,Bakery & Sweets,406,15.600000000000001
3601,2015-07-06,58,1,ice cream,1.8,Frozen & Processed Food,407,1.8
1771,2015-03-23,9,2,frankfurter,5.5,Fresh Food,408,11.0
4694,2015-02-06,25,3,canned beer,1.1,Beverages,409,3.3000000000000003
1122,2015-12-21,17,2,bottled water,0.5,Beverages,410,1.0
3507,2015-08-12,4,1,other vegetables,0.8,Fresh Food,411,0.8
4524,2015-04-26,7,2,citrus fruit,1.5,Fresh Food,412,3.0
3612,2015-09-27,19,2,sausage,3.1,Fresh Food,413,6.2
3262,2015-06-11,69,2,domestic eggs,1.25,Fresh Food,414,2.5
1897,2015-01-25,23,2,pork,7.2,Fresh Food,415,14.4
1656,2015-10-30,79,1,specialty cheese,12.14,Dairy,416,12.14
3953,2015-01-10,23,2,pork,7.2,Fresh Food,417,14.4
1488,2015-06-21,8,2,beef,19.5,Fresh Food,418,39.0
1652,2015-03-17,4,3,other vegetables,0.8,Fresh Food,419,2.4000000000000004
4953,2015-09-16,10,2,chicken,7.2,Fresh Food,420,14.4
3445,2015-04-30,38,3,soda,0.8,Beverages,421,2.4000000000000004
3180,2015-03-15,2,1,whole milk,1.8,Dairy,422,1.8
4934,2015-09-06,5,1,rolls/buns,1.2,Bakery & Sweets,423,1.2
2980,2015-04-27,50,1,bottled beer,1.8,Beverages,424,1.8
2763,2015-02-13,22,1,root vegetables,1.8,Fresh Food,425,1.8
4819,2015-03-04,24,3,pastry,3.1,Bakery & Sweets,426,9.3
3169,2015-07-02,26,2,berries,10.8,Fresh Food,427,21.6
1850,2015-03-11,7,1,citrus fruit,1.5,Fresh Food,428,1.5
4285,2015-12-29,2,2,whole milk,1.8,Dairy,429,3.6
4366,2015-08-13,38,3,soda,0.8,Beverages,430,2.4000000000000004
2253,2015-06-16,17,3,bottled water,0.5,Beverages,431,1.5
3398,2015-03-11,1,3,tropical fruit,7.8,Fresh Food,432,23.4
2215,2015-07-22,80,1,salty snack,0.5,Snacks,433,0.5
3737,2015-03-03,17,2,bottled water,0.5,Beverages,434,1.0
2649,2015-11-28,14,2,chocolate,11.5,Bakery & Sweets,435,23.0
3203,2015-08-07,7,2,citrus fruit,1.5,Fresh Food,436,3.0
4261,2015-02-16,17,3,bottled water,0.5,Beverages,437,1.5
2435,2015-07-17,66,1,onions,1.3,Fresh Food,438,1.3
2046,2015-08-21,51,3,dessert,1.15,Bakery & Sweets,439,3.4499999999999997
4267,2015-02-11,8,3,beef,19.5,Fresh Food,440,58.5
1086,2015-12-28,5,2,rolls/buns,1.2,Bakery & Sweets,441,2.4
1992,2015-01-04,8,3,beef,19.5,Fresh Food,442,58.5
3622,2015-07-26,38,2,soda,0.8,Beverages,443,1.6
4700,2015-06-27,27,1,coffee,8.5,Beverages,444,8.5
2272,2015-05-16,5,2,rolls/buns,1.2,Bakery & Sweets,445,2.4
1663,2015-05-19,23,1,pork,7.2,Fresh Food,446,7.2
2519,2015-06-03,38,2,soda,0.8,Beverages,447,1.6
2639,2015-10-30,19,3,sausage,3.1,Fresh Food,448,9.3
1466,2015-04-19,8,3,beef,19.5,Fresh Food,449,58.5
4122,2015-10-23,2,1,whole milk,1.8,Dairy,450,1.8
3598,2015-04-15,23,1,pork,7.2,Fresh Food,451,7.2
3097,2015-08-10,26,1,berries,10.8,Fresh Food,452,10.8
1873,2015-09-19,19,2,sausage,3.1,Fresh Food,453,6.2
1537,2015-02-01,17,2,bottled water,0.5,Beverages,454,1.0
3960,2015-03-25,1,1,tropical fruit,7.8,Fresh Food,455,7.8
1136,2015-06-15,37,3,herbs,6.5,Fresh Food,456,19.5
2453,2015-12-21,18,2,yogurt,2.2,Dairy,457,4.4
1746,2015-02-15,81,2,Instant food products,0.6,Frozen & Processed Food,458,1.2
3572,2015-06-09,53,2,specialty chocolate,18.8,Bakery & Sweets,459,37.6
3246,2015-06-24,27,1,coffee,8.5,Beverages,460,8.5
3207,2015-11-26,50,1,bottled beer,1.8,Beverages,461,1.8
1042,2015-02-12,8,1,beef,19.5,Fresh Food,462,19.5
1176,2015-03-30,2,1,whole milk,1.8,Dairy,463,1.8
3054,2015-02-23,9,1,frankfurter,5.5,Fresh Food,464,5.5
4486,2015-12-02,9,3,frankfurter,5.5,Fresh Food,465,16.5
1580,2015-12-05,4,3,other vegetables,0.8,Fresh Food,466,2.4000000000000004
1623,2015-11-02,9,1,frankfurter,5.5,Fresh Food,467,5.5
4169,2015-11-24,2,2,whole milk,1.8,Dairy,468,3.6
2254,2015-01-24,9,1,frankfurter,5.5,Fresh Food,469,5.5
4095,2015-11-01,4,3,other vegetables,0.8,Fresh Food,470,2.4000000000000004
1264,2015-11-17,17,3,bottled water,0.5,Beverages,471,1.5
3375,2015-01-06,23,2,pork,7.2,Fresh Food,472,14.4
3242,2015-05-23,17,3,bottled water,0.5,Beverages,473,1.5
2227,2015-06-07,4,1,other vegetables,0.8,Fresh Food,474,0.8
3847,2015-12-03,21,2,hamburger meat,12.3,Fresh Food,475,24.6
3897,2015-05-31,21,1,hamburger meat,12.3,Fresh Food,476,12.3
1799,2015-09-27,71,1,shopping bags,5.12,Household & Hygiene,477,5.12
2920,2015-04-26,2,2,whole milk,1.8,Dairy,478,3.6
3713,2015-01-31,58,1,ice cream,1.8,Frozen & Processed Food,479,1.8
4230,2015-11-05,24,3,pastry,3.1,Bakery & Sweets,480,9.3
1455,2015-03-18,29,1,ham,15.2,Fresh Food,481,15.2
3687,2015-03-18,9,2,frankfurter,5.5,Fresh Food,482,11.0
3869,2015-08-01,19,2,sausage,3.1,Fresh Food,483,6.2
2988,2015-10-14,50,2,bottled beer,1.8,Beverages,484,3.6
4242,2015-03-30,17,1,bottled water,0.5,Beverages,485,0.5
4118,2015-12-24,57,2,meat,8.5,Fresh Food,486,17.0
4996,2015-10-24,51,2,dessert,1.15,Bakery & Sweets,487,2.3
4489,2015-03-04,4,1,other vegetables,0.8,Fresh Food,488,0.8
1199,2015-11-09,49,3,beverages,1.1,Beverages,489,3.3000000000000003
4108,2015-05-12,29,1,ham,15.2,Fresh Food,490,15.2
3484,2015-06-05,15,2,specialty bar,5.2,Bakery & Sweets,491,10.4
1239,2015-08-31,20,2,brown bread,0.8,Bakery & Sweets,492,1.6
4839,2015-12-19,2,1,whole milk,1.8,Dairy,493,1.8
4748,2015-05-07,5,3,rolls/buns,1.2,Bakery & Sweets,494,3.5999999999999996
4426,2015-06-06,50,2,bottled beer,1.8,Beverages,495,3.6
3571,2015-12-11,82,2,pet care,5.8,Pet Care,496,11.6
2852,2015-06-08,7,2,citrus fruit,1.5,Fresh Food,497,3.0
3638,2015-05-26,23,1,pork,7.2,Fresh Food,498,7.2
3635,2015-03-10,4,2,other vegetables,0.8,Fresh Food,499,1.6
2723,2015-05-07,56,3,white wine,14.2,Beverages,500,42.599999999999994
3495,2015-03-11,2,2,whole milk,1.8,Dairy,501,3.6
2813,2015-11-16,3,2,pip fruit,3.0,Fresh Food,502,6.0
2799,2015-09-02,35,3,sugar,1.2,Bakery & Sweets,503,3.5999999999999996
4723,2015-05-22,1,2,tropical fruit,7.8,Fresh Food,504,15.6
3313,2015-04-08,22,1,root vegetables,1.8,Fresh Food,505,1.8
4748,2015-12-15,38,1,soda,0.8,Beverages,506,0.8
2991,2015-02-16,2,1,whole milk,1.8,Dairy,507,1.8
1483,2015-04-01,1,3,tropical fruit,7.8,Fresh Food,508,23.4
3950,2015-10-01,83,2,white bread,0.3,Bakery & Sweets,509,0.6
1634,2015-01-16,20,1,brown bread,0.8,Bakery & Sweets,510,0.8
2694,2015-11-21,1,3,tropical fruit,7.8,Fresh Food,511,23.4
2707,2015-10-18,69,2,domestic eggs,1.25,Fresh Food,512,2.5
2813,2015-07-16,27,3,coffee,8.5,Beverages,513,25.5
2276,2015-01-11,38,1,soda,0.8,Beverages,514,0.8
4726,2015-02-06,2,1,whole milk,1.8,Dairy,515,1.8
4353,2015-05-25,50,1,bottled beer,1.8,Beverages,516,1.8
4017,2015-08-13,23,3,pork,7.2,Fresh Food,517,21.6
1422,2015-08-21,4,3,other vegetables,0.8,Fresh Food,518,2.4000000000000004
2714,2015-03-15,18,1,yogurt,2.2,Dairy,519,2.2
2769,2015-07-21,43,3,sparkling wine,12.5,Beverages,520,37.5
4166,2015-04-30,17,1,bottled water,0.5,Beverages,521,0.5
3614,2015-03-02,7,1,citrus fruit,1.5,Fresh Food,522,1.5
4361,2015-09-05,21,2,hamburger meat,12.3,Fresh Food,523,24.6
1922,2015-09-22,13,3,packaged fruit/vegetables,3.5,Fresh Food,524,10.5
4728,2015-09-06,4,1,other vegetables,0.8,Fresh Food,525,0.8
3646,2015-08-08,38,1,soda,0.8,Beverages,526,0.8
1155,2015-08-10,2,3,whole milk,1.8,Dairy,527,5.4
2119,2015-06-11,37,2,herbs,6.5,Fresh Food,528,13.0
1602,2015-08-29,7,2,citrus fruit,1.5,Fresh Food,529,3.0
1074,2015-06-24,28,1,misc. beverages,1.2,Beverages,530,1.2
2256,2015-04-11,84,3,female sanitary products,2.5,Personal Care,531,7.5
1348,2015-09-17,38,2,soda,0.8,Beverages,532,1.6
3806,2015-08-28,1,3,tropical fruit,7.8,Fresh Food,533,23.4
1711,2015-06-06,38,3,soda,0.8,Beverages,534,2.4000000000000004
3959,2015-04-12,83,1,white bread,0.3,Bakery & Sweets,535,0.3
1590,2015-08-15,27,2,coffee,8.5,Beverages,536,17.0
1962,2015-06-08,1,1,tropical fruit,7.8,Fresh Food,537,7.8
1766,2015-01-21,23,2,pork,7.2,Fresh Food,538,14.4
2551,2015-10-21,7,2,citrus fruit,1.5,Fresh Food,539,3.0
2294,2015-09-23,9,2,frankfurter,5.5,Fresh Food,540,11.0
4531,2015-05-29,9,2,frankfurter,5.5,Fresh Food,541,11.0
2957,2015-04-12,9,2,frankfurter,5.5,Fresh Food,542,11.0
4415,2015-01-27,4,3,other vegetables,0.8,Fresh Food,543,2.4000000000000004
1476,2015-08-26,18,1,yogurt,2.2,Dairy,544,2.2
3978,2015-07-23,19,3,sausage,3.1,Fresh Food,545,9.3
2062,2015-09-22,2,2,whole milk,1.8,Dairy,546,3.6
3252,2015-06-28,3,1,pip fruit,3.0,Fresh Food,547,3.0
3922,2015-06-24,2,2,whole milk,1.8,Dairy,548,3.6
1491,2015-10-17,22,1,root vegetables,1.8,Fresh Food,549,1.8
3526,2015-08-26,66,3,onions,1.3,Fresh Food,550,3.9000000000000004
4060,2015-12-11,53,1,specialty chocolate,18.8,Bakery & Sweets,551,18.8
1067,2015-04-08,21,1,hamburger meat,12.3,Fresh Food,552,12.3
2840,2015-01-27,68,1,photo/film,11.9,Household & Hygiene,553,11.9
4484,2015-11-27,5,1,rolls/buns,1.2,Bakery & Sweets,554,1.2
2353,2015-02-07,25,1,canned beer,1.1,Beverages,555,1.1
3130,2015-02-18,25,2,canned beer,1.1,Beverages,556,2.2
4273,2015-06-14,4,1,other vegetables,0.8,Fresh Food,557,0.8
4565,2015-12-30,25,1,canned beer,1.1,Beverages,558,1.1
2504,2015-08-14,45,3,curd,9.8,Dairy,559,29.400000000000002
4127,2015-10-23,11,1,butter,3.2,Dairy,560,3.2
2690,2015-04-01,4,3,other vegetables,0.8,Fresh Food,561,2.4000000000000004
4129,2015-09-22,2,2,whole milk,1.8,Dairy,562,3.6
4511,2015-06-29,8,1,beef,19.5,Fresh Food,563,19.5
1602,2015-08-04,19,3,sausage,3.1,Fresh Food,564,9.3
4369,2015-02-01,38,3,soda,0.8,Beverages,565,2.4000000000000004
1302,2015-09-29,12,2,fruit/vegetable juice,2.1,Beverages,566,4.2
3326,2015-04-30,5,1,rolls/buns,1.2,Bakery & Sweets,567,1.2
2066,2015-05-21,3,1,pip fruit,3.0,Fresh Food,568,3.0
3483,2015-01-15,75,3,frozen vegetables,2.5,Frozen & Processed Food,569,7.5
2840,2015-02-12,49,1,beverages,1.1,Beverages,570,1.1
1807,2015-05-18,21,3,hamburger meat,12.3,Fresh Food,571,36.900000000000006
2067,2015-08-12,22,1,root vegetables,1.8,Fresh Food,572,1.8
3783,2015-02-17,25,3,canned beer,1.1,Beverages,573,3.3000000000000003
2884,2015-01-04,75,1,frozen vegetables,2.5,Frozen & Processed Food,574,2.5
2908,2015-03-15,25,2,canned beer,1.1,Beverages,575,2.2
1330,2015-07-10,44,1,newspapers,3.2,Specialty & Seasonal,576,3.2
2293,2015-05-08,5,1,rolls/buns,1.2,Bakery & Sweets,577,1.2
3718,2015-05-20,21,2,hamburger meat,12.3,Fresh Food,578,24.6
4338,2015-01-25,3,1,pip fruit,3.0,Fresh Food,579,3.0
3486,2015-11-08,25,2,canned beer,1.1,Beverages,580,2.2
3635,2015-09-04,40,1,grapes,9.4,Fresh Food,581,9.4
2857,2015-02-18,22,3,root vegetables,1.8,Fresh Food,582,5.4
3684,2015-08-13,7,3,citrus fruit,1.5,Fresh Food,583,4.5
3120,2015-10-20,85,1,cling film/bags,2.2,Household & Hygiene,584,2.2
3872,2015-03-19,9,1,frankfurter,5.5,Fresh Food,585,5.5
2777,2015-04-07,2,1,whole milk,1.8,Dairy,586,1.8
2702,2015-05-27,23,3,pork,7.2,Fresh Food,587,21.6
4796,2015-06-29,10,1,chicken,7.2,Fresh Food,588,7.2
1564,2015-10-23,19,3,sausage,3.1,Fresh Food,589,9.3
2740,2015-07-02,15,2,specialty bar,5.2,Bakery & Sweets,590,10.4
1833,2015-04-13,74,3,whipped/sour cream,5.5,Dairy,591,16.5
1757,2015-12-23,22,3,root vegetables,1.8,Fresh Food,592,5.4
2975,2015-10-24,5,2,rolls/buns,1.2,Bakery & Sweets,593,2.4
4032,2015-08-10,4,3,other vegetables,0.8,Fresh Food,594,2.4000000000000004
3979,2015-09-16,7,1,citrus fruit,1.5,Fresh Food,595,1.5
3772,2015-03-09,2,1,whole milk,1.8,Dairy,596,1.8
4523,2015-10-28,9,3,frankfurter,5.5,Fresh Food,597,16.5
4004,2015-04-19,27,1,coffee,8.5,Beverages,598,8.5
2936,2015-06-08,29,3,ham,15.2,Fresh Food,599,45.599999999999994
2394,2015-06-21,25,1,canned beer,1.1,Beverages,600,1.1
4616,2015-08-16,25,1,canned beer,1.1,Beverages,601,1.1
2362,2015-07-08,25,3,canned beer,1.1,Beverages,602,3.3000000000000003
3593,2015-11-03,3,1,pip fruit,3.0,Fresh Food,603,3.0
4389,2015-08-27,23,3,pork,7.2,Fresh Food,604,21.6
3206,2015-08-11,86,1,soap,3.8,Household & Hygiene,605,3.8
4601,2015-01-04,3,1,pip fruit,3.0,Fresh Food,606,3.0
4382,2015-11-13,8,2,beef,19.5,Fresh Food,607,39.0
2718,2015-06-08,19,2,sausage,3.1,Fresh Food,608,6.2
4691,2015-10-12,87,3,frozen chicken,3.5,Frozen & Processed Food,609,10.5
3735,2015-11-28,38,2,soda,0.8,Beverages,610,1.6
3900,2015-12-20,1,3,tropical fruit,7.8,Fresh Food,611,23.4
4959,2015-06-30,4,2,other vegetables,0.8,Fresh Food,612,1.6
1815,2015-08-30,8,1,beef,19.5,Fresh Food,613,19.5
2454,2015-04-08,57,3,meat,8.5,Fresh Food,614,25.5
4778,2015-01-15,57,3,meat,8.5,Fresh Food,615,25.5
2289,2015-11-04,17,1,bottled water,0.5,Beverages,616,0.5
1734,2015-07-13,5,3,rolls/buns,1.2,Bakery & Sweets,617,3.5999999999999996
4019,2015-02-05,24,3,pastry,3.1,Bakery & Sweets,618,9.3
4605,2015-05-28,23,2,pork,7.2,Fresh Food,619,14.4
4864,2015-11-14,3,3,pip fruit,3.0,Fresh Food,620,9.0
4205,2015-02-22,8,1,beef,19.5,Fresh Food,621,19.5
1862,2015-08-03,8,2,beef,19.5,Fresh Food,622,39.0
1846,2015-07-19,5,2,rolls/buns,1.2,Bakery & Sweets,623,2.4
2019,2015-05-28,7,1,citrus fruit,1.5,Fresh Food,624,1.5
2042,2015-11-19,57,1,meat,8.5,Fresh Food,625,8.5
1768,2015-05-26,49,2,beverages,1.1,Beverages,626,2.2
3847,2015-03-26,8,3,beef,19.5,Fresh Food,627,58.5
3557,2015-07-20,29,2,ham,15.2,Fresh Food,628,30.4
3975,2015-02-27,21,1,hamburger meat,12.3,Fresh Food,629,12.3
4198,2015-03-18,8,2,beef,19.5,Fresh Food,630,39.0
2580,2015-09-04,8,1,beef,19.5,Fresh Food,631,19.5
3474,2015-08-25,22,2,root vegetables,1.8,Fresh Food,632,3.6
1678,2015-11-14,7,3,citrus fruit,1.5,Fresh Food,633,4.5
4254,2015-08-14,18,2,yogurt,2.2,Dairy,634,4.4
4704,2015-08-21,1,2,tropical fruit,7.8,Fresh Food,635,15.6
3343,2015-05-10,9,1,frankfurter,5.5,Fresh Food,636,5.5
3812,2015-06-24,8,1,beef,19.5,Fresh Food,637,19.5
3093,2015-03-13,71,1,shopping bags,5.12,Household & Hygiene,638,5.12
2170,2015-06-18,25,2,canned beer,1.1,Beverages,639,2.2
4867,2015-10-29,5,3,rolls/buns,1.2,Bakery & Sweets,640,3.5999999999999996
3899,2015-03-23,4,1,other vegetables,0.8,Fresh Food,641,0.8
2941,2015-10-03,21,1,hamburger meat,12.3,Fresh Food,642,12.3
1958,2015-07-03,21,2,hamburger meat,12.3,Fresh Food,643,24.6
2760,2015-08-08,9,1,frankfurter,5.5,Fresh Food,644,5.5
4413,2015-08-03,50,3,bottled beer,1.8,Beverages,645,5.4
1737,2015-05-15,1,3,tropical fruit,7.8,Fresh Food,646,23.4
4202,2015-02-18,38,1,soda,0.8,Beverages,647,0.8
1065,2015-11-13,9,1,frankfurter,5.5,Fresh Food,648,5.5
3819,2015-06-28,10,2,chicken,7.2,Fresh Food,649,14.4
2854,2015-02-08,27,3,coffee,8.5,Beverages,650,25.5
4387,2015-09-16,2,3,whole milk,1.8,Dairy,651,5.4
4530,2015-04-12,70,1,margarine,3.5,Pantry Staples,652,3.5
4191,2015-11-03,1,2,tropical fruit,7.8,Fresh Food,653,15.6
3102,2015-12-04,57,3,meat,8.5,Fresh Food,654,25.5
1946,2015-01-25,60,3,cream cheese,6.3,Dairy,655,18.9
2156,2015-05-15,44,2,newspapers,3.2,Specialty & Seasonal,656,6.4
1444,2015-12-16,5,2,rolls/buns,1.2,Bakery & Sweets,657,2.4
1699,2015-05-14,7,3,citrus fruit,1.5,Fresh Food,658,4.5
4954,2015-05-04,2,3,whole milk,1.8,Dairy,659,5.4
2207,2015-04-08,9,2,frankfurter,5.5,Fresh Food,660,11.0
4826,2015-01-28,29,3,ham,15.2,Fresh Food,661,45.599999999999994
2374,2015-06-08,9,1,frankfurter,5.5,Fresh Food,662,5.5
1604,2015-08-18,19,1,sausage,3.1,Fresh Food,663,3.1
4437,2015-11-29,69,2,domestic eggs,1.25,Fresh Food,664,2.5
2319,2015-05-10,2,2,whole milk,1.8,Dairy,665,3.6
3018,2015-06-27,5,2,rolls/buns,1.2,Bakery & Sweets,666,2.4
1195,2015-09-28,2,1,whole milk,1.8,Dairy,667,1.8
1768,2015-09-04,19,3,sausage,3.1,Fresh Food,668,9.3
3017,2015-09-28,45,1,curd,9.8,Dairy,669,9.8
3384,2015-11-29,17,3,bottled water,0.5,Beverages,670,1.5
1918,2015-01-30,8,1,beef,19.5,Fresh Food,671,19.5
2524,2015-10-17,9,3,frankfurter,5.5,Fresh Food,672,16.5
2798,2015-06-17,10,1,chicken,7.2,Fresh Food,673,7.2
2096,2015-01-25,19,2,sausage,3.1,Fresh Food,674,6.2
1489,2015-03-13,23,1,pork,7.2,Fresh Food,675,7.2
1431,2015-07-20,18,3,yogurt,2.2,Dairy,676,6.6000000000000005
2747,2015-07-05,2,1,whole milk,1.8,Dairy,677,1.8
3054,2015-03-22,9,1,frankfurter,5.5,Fresh Food,678,5.5
2691,2015-10-09,8,1,beef,19.5,Fresh Food,679,19.5
1752,2015-04-19,3,2,pip fruit,3.0,Fresh Food,680,6.0
3027,2015-09-15,19,1,sausage,3.1,Fresh Food,681,3.1
4452,2015-06-17,24,2,pastry,3.1,Bakery & Sweets,682,6.2
4129,2015-08-13,10,2,chicken,7.2,Fresh Food,683,14.4
3523,2015-11-09,22,1,root vegetables,1.8,Fresh Food,684,1.8
2128,2015-02-11,2,1,whole milk,1.8,Dairy,685,1.8
4867,2015-02-03,39,1,detergent,5.5,Household & Hygiene,686,5.5
4762,2015-10-30,5,3,rolls/buns,1.2,Bakery & Sweets,687,3.5999999999999996
1632,2015-05-29,88,1,house keeping products,8.5,Household & Hygiene,688,8.5
4018,2015-11-17,18,2,yogurt,2.2,Dairy,689,4.4
1722,2015-07-13,1,1,tropical fruit,7.8,Fresh Food,690,7.8
1438,2015-10-19,1,3,tropical fruit,7.8,Fresh Food,691,23.4
3958,2015-10-27,45,1,curd,9.8,Dairy,692,9.8
3292,2015-09-13,8,3,beef,19.5,Fresh Food,693,58.5
2861,2015-02-23,2,3,whole milk,1.8,Dairy,694,5.4
1757,2015-02-24,23,1,pork,7.2,Fresh Food,695,7.2
1509,2015-12-30,4,2,other vegetables,0.8,Fresh Food,696,1.6
2364,2015-05-11,5,3,rolls/buns,1.2,Bakery & Sweets,697,3.5999999999999996
3084,2015-10-26,9,1,frankfurter,5.5,Fresh Food,698,5.5
1850,2015-02-17,18,1,yogurt,2.2,Dairy,699,2.2
1949,2015-03-17,2,2,whole milk,1.8,Dairy,700,3.6
4740,2015-10-02,17,3,bottled water,0.5,Beverages,701,1.5
1072,2015-10-23,9,3,frankfurter,5.5,Fresh Food,702,16.5
4196,2015-07-09,5,1,rolls/buns,1.2,Bakery & Sweets,703,1.2
4814,2015-09-13,2,1,whole milk,1.8,Dairy,704,1.8
1514,2015-02-28,5,2,rolls/buns,1.2,Bakery & Sweets,705,2.4
4584,2015-10-25,10,2,chicken,7.2,Fresh Food,706,14.4
2751,2015-02-03,1,3,tropical fruit,7.8,Fresh Food,707,23.4
4155,2015-09-24,19,3,sausage,3.1,Fresh Food,708,9.3
4670,2015-10-11,19,1,sausage,3.1,Fresh Food,709,3.1
4566,2015-07-27,9,3,frankfurter,5.5,Fresh Food,710,16.5
2371,2015-08-30,64,2,UHT-milk,2.1,Dairy,711,4.2
3442,2015-11-14,5,2,rolls/buns,1.2,Bakery & Sweets,712,2.4
3090,2015-09-27,25,1,canned beer,1.1,Beverages,713,1.1
1457,2015-01-09,18,2,yogurt,2.2,Dairy,714,4.4
4952,2015-04-08,74,2,whipped/sour cream,5.5,Dairy,715,11.0
3165,2015-01-11,5,2,rolls/buns,1.2,Bakery & Sweets,716,2.4
2608,2015-09-19,5,2,rolls/buns,1.2,Bakery & Sweets,717,2.4
2040,2015-10-07,49,1,beverages,1.1,Beverages,718,1.1
1327,2015-08-09,5,1,rolls/buns,1.2,Bakery & Sweets,719,1.2
3363,2015-01-07,5,3,rolls/buns,1.2,Bakery & Sweets,720,3.5999999999999996
1731,2015-09-09,50,2,bottled beer,1.8,Beverages,721,3.6
2760,2015-08-02,7,3,citrus fruit,1.5,Fresh Food,722,4.5
3120,2015-01-14,17,1,bottled water,0.5,Beverages,723,0.5
1332,2015-04-30,24,1,pastry,3.1,Bakery & Sweets,724,3.1
4530,2015-09-12,69,1,domestic eggs,1.25,Fresh Food,725,1.25
3145,2015-02-23,8,1,beef,19.5,Fresh Food,726,19.5
1099,2015-08-13,89,1,spread cheese,2.5,Dairy,727,2.5
3188,2015-12-06,1,1,tropical fruit,7.8,Fresh Food,728,7.8
3748,2015-10-13,13,1,packaged fruit/vegetables,3.5,Fresh Food,729,3.5
4655,2015-03-31,2,2,whole milk,1.8,Dairy,730,3.6
1827,2015-05-01,57,3,meat,8.5,Fresh Food,731,25.5
2485,2015-02-17,66,1,onions,1.3,Fresh Food,732,1.3
4683,2015-01-15,9,2,frankfurter,5.5,Fresh Food,733,11.0
4358,2015-11-06,8,2,beef,19.5,Fresh Food,734,39.0
1931,2015-10-09,8,3,beef,19.5,Fresh Food,735,58.5
2490,2015-12-18,19,1,sausage,3.1,Fresh Food,736,3.1
4842,2015-12-08,10,3,chicken,7.2,Fresh Food,737,21.6
4616,2015-01-01,25,1,canned beer,1.1,Beverages,738,1.1
2810,2015-09-22,19,2,sausage,3.1,Fresh Food,739,6.2
2785,2015-10-18,1,2,tropical fruit,7.8,Fresh Food,740,15.6
3591,2015-07-20,9,2,frankfurter,5.5,Fresh Food,741,11.0
3896,2015-09-10,19,2,sausage,3.1,Fresh Food,742,6.2
3842,2015-07-01,8,3,beef,19.5,Fresh Food,743,58.5
2648,2015-07-10,1,1,tropical fruit,7.8,Fresh Food,744,7.8
4688,2015-10-02,18,1,yogurt,2.2,Dairy,745,2.2
3511,2015-08-26,9,3,frankfurter,5.5,Fresh Food,746,16.5
3084,2015-09-04,50,1,bottled beer,1.8,Beverages,747,1.8
3810,2015-05-07,40,2,grapes,9.4,Fresh Food,748,18.8
4348,2015-02-26,49,1,beverages,1.1,Beverages,749,1.1
3584,2015-03-10,45,2,curd,9.8,Dairy,750,19.6
2620,2015-06-11,58,3,ice cream,1.8,Frozen & Processed Food,751,5.4
2716,2015-01-18,19,1,sausage,3.1,Fresh Food,752,3.1
3797,2015-08-10,4,3,other vegetables,0.8,Fresh Food,753,2.4000000000000004
2976,2015-06-02,51,1,dessert,1.15,Bakery & Sweets,754,1.15
2762,2015-11-07,90,2,decalcifier,2.8,Household & Hygiene,755,5.6
3752,2015-04-25,25,3,canned beer,1.1,Beverages,756,3.3000000000000003
1659,2015-11-30,27,1,coffee,8.5,Beverages,757,8.5
4109,2015-02-08,26,2,berries,10.8,Fresh Food,758,21.6
1542,2015-08-07,23,3,pork,7.2,Fresh Food,759,21.6
2068,2015-06-07,9,3,frankfurter,5.5,Fresh Food,760,16.5
4509,2015-06-14,23,1,pork,7.2,Fresh Food,761,7.2
